work,words
urn:cts:greekLit:tlg0732.tlgX01,71935
urn:cts:greekLit:tlg0733.tlg001,6915
urn:cts:greekLit:tlg0751.tlg005,1649
urn:cts:greekLit:tlg0751.tlg034,1681
urn:cts:greekLit:tlg1118.tlg003,1090
urn:cts:greekLit:tlg1126.tlg003,83
urn:cts:greekLit:tlg1129.tlg001,1350
urn:cts:greekLit:tlg1131.tlg001,521
urn:cts:greekLit:tlg1134.tlg001,671
urn:cts:greekLit:tlg1146.tlg001,4680
urn:cts:greekLit:tlg1147.tlg003,4357
urn:cts:greekLit:tlg1181.tlg001,7012
urn:cts:greekLit:tlg1188.tlg002,5734
urn:cts:greekLit:tlg1193.tlg001,5080
urn:cts:greekLit:tlg1194.tlg001,3292
urn:cts:greekLit:tlg1205.tlg001,11311
urn:cts:greekLit:tlg1205.tlg002,8816
urn:cts:greekLit:tlg1210.tlg001,4010
urn:cts:greekLit:tlg1210.tlg002,5453
urn:cts:greekLit:tlg1216.tlg001,594
urn:cts:greekLit:tlg1220.tlg001,2148
urn:cts:greekLit:tlg1247.tlg001,206
urn:cts:greekLit:tlg1252.tlg002,2476
urn:cts:greekLit:tlg1264.tlg001,134790
urn:cts:greekLit:tlg1264.tlg002,72139
urn:cts:greekLit:tlg1264.tlg003,322
urn:cts:greekLit:tlg1264.tlg004,4784
urn:cts:greekLit:tlg1269.tlg002,10547
urn:cts:greekLit:tlg1271.tlg001,397
urn:cts:greekLit:tlg1271.tlg002,265
urn:cts:greekLit:tlg1271.tlg003,490
urn:cts:greekLit:tlg1271.tlg004,661
urn:cts:greekLit:tlg1271.tlg005,2520
urn:cts:greekLit:tlg1271.tlg006,7681
urn:cts:greekLit:tlg1271.tlg010,1595
urn:cts:greekLit:tlg1271.tlg011,25241
urn:cts:greekLit:tlg1271.tlg012,25961
urn:cts:greekLit:tlg1272.tlg001,12384
urn:cts:greekLit:tlg1286.tlg001,2443
urn:cts:greekLit:tlg1286.tlg002,1329
urn:cts:greekLit:tlg1286.tlg003,394
urn:cts:greekLit:tlg1286.tlg004,989
urn:cts:greekLit:tlg1286.tlg005,1165
urn:cts:greekLit:tlg1286.tlg006,794
urn:cts:greekLit:tlg1286.tlg007,244
urn:cts:greekLit:tlg1286.tlg008,480
urn:cts:greekLit:tlg1286.tlg009,1031
urn:cts:greekLit:tlg1286.tlg010,2548
urn:cts:greekLit:tlg1286.tlg011,2445
urn:cts:greekLit:tlg1286.tlg012,2104
urn:cts:greekLit:tlg1286.tlg013,2045
urn:cts:greekLit:tlg1286.tlg014,848
urn:cts:greekLit:tlg1286.tlg016,1361
urn:cts:greekLit:tlg1286.tlg017,127
urn:cts:greekLit:tlg1286.tlg018,1413
urn:cts:greekLit:tlg1286.tlg019,9817
urn:cts:greekLit:tlg1286.tlg020,5182
urn:cts:greekLit:tlg1287.tlg001,1584
urn:cts:greekLit:tlg1304.tlg002,15629
urn:cts:greekLit:tlg1309.tlg001,834
urn:cts:greekLit:tlg1311.tlg001,244
urn:cts:greekLit:tlg1319.tlg002,1355
urn:cts:greekLit:tlg1320.tlg001,11619
urn:cts:greekLit:tlg1325.tlg001,700
urn:cts:greekLit:tlg1329.tlg001,605
urn:cts:greekLit:tlg1337.tlg003,688
urn:cts:greekLit:tlg1347.tlg004,1429
urn:cts:greekLit:tlg1367.tlg001,747
urn:cts:greekLit:tlg1383.tlg001,2580
urn:cts:greekLit:tlg1389.tlg001,7407
urn:cts:greekLit:tlg1390.tlg004,1917
urn:cts:greekLit:tlg1402.tlg001,1428
urn:cts:greekLit:tlg1402.tlg002,591
urn:cts:greekLit:tlg1402.tlg003,393
urn:cts:greekLit:tlg1402.tlg004,571
urn:cts:greekLit:tlg1402.tlg005,297
urn:cts:greekLit:tlg1409.opp003,442
urn:cts:greekLit:tlg1414.tlg001,14401
urn:cts:greekLit:tlg1416.tlg007,770
urn:cts:greekLit:tlg1419.tlg001,7856
urn:cts:greekLit:tlg1431.tlg003,11392
urn:cts:greekLit:tlg1434.tlg004,830
urn:cts:greekLit:tlg1441.tlg001,1185
urn:cts:greekLit:tlg1443.tlg001,1773
urn:cts:greekLit:tlg1443.tlg002,2888
urn:cts:greekLit:tlg1447.tlg001,8197
urn:cts:greekLit:tlg1447.tlg009,366
urn:cts:greekLit:tlg1463.tlg001,1353
urn:cts:greekLit:tlg1482.tlg001,12335
urn:cts:greekLit:tlg1484.tlg001,213
urn:cts:greekLit:tlg1486.tlg001,851
urn:cts:greekLit:tlg1486.tlg002,43
urn:cts:greekLit:tlg1487.tlg001,4051
urn:cts:greekLit:tlg1487.tlg002,2297
urn:cts:greekLit:tlg1542.tlg001,6923
urn:cts:greekLit:tlg1548.tlg001,8488
urn:cts:greekLit:tlg1551.tlg001,28110
urn:cts:greekLit:tlg1551.tlg002,648
urn:cts:greekLit:tlg1553.tlg001,7527
urn:cts:greekLit:tlg1562.tlg002,3301
urn:cts:greekLit:tlg1595.tlg221,7004
urn:cts:greekLit:tlg1595.tlg370,8859
urn:cts:greekLit:tlg1596.tlg002,2366
urn:cts:greekLit:tlg1600.tlg001,11987
urn:cts:greekLit:tlg1602.tlg001,479
urn:cts:greekLit:tlg1617.tlg001,3727
urn:cts:greekLit:tlg1622.tlg001,160
urn:cts:greekLit:tlg1626.tlg001,314
urn:cts:greekLit:tlg1634.tlg002,1897
urn:cts:greekLit:tlg1665.tlg001,1299
urn:cts:greekLit:tlg1669.tlg004,1941
urn:cts:greekLit:tlg1681.tlg001,443
urn:cts:greekLit:tlg1692.tlg005,5483
urn:cts:greekLit:tlg1699.tlg001,329
urn:cts:greekLit:tlg1699.tlg002,1486
urn:cts:greekLit:tlg1699.tlg003,1280
urn:cts:greekLit:tlg1699.tlg004,1198
urn:cts:greekLit:tlg1699.tlg005,447
urn:cts:greekLit:tlg1699.tlg006,221
urn:cts:greekLit:tlg1699.tlg007,212
urn:cts:greekLit:tlg1699.tlg008,968
urn:cts:greekLit:tlg1701.tlg001,6973
urn:cts:greekLit:tlg1701.tlg002,3231
urn:cts:greekLit:tlg1705.tlg001,197
urn:cts:greekLit:tlg1719.tlg001,11362
urn:cts:greekLit:tlg1724.tlg001,38678
urn:cts:greekLit:tlg1725.tlg001,11556
urn:cts:greekLit:tlg1749.tlg001,432
urn:cts:greekLit:tlg1750.tlg001,5412
urn:cts:greekLit:tlg1750.tlg002,4110
urn:cts:greekLit:tlg1750.tlg003,1166
urn:cts:greekLit:tlg1750.tlg004,3616
urn:cts:greekLit:tlg1763.tlg001,2038
urn:cts:greekLit:tlg1764.tlg001,21155
urn:cts:greekLit:tlg1765.tlg003,11656
urn:cts:greekLit:tlg1765.tlg004,305
urn:cts:greekLit:tlg1765.tlg005,157
urn:cts:greekLit:tlg1766.tlg001,10227
urn:cts:greekLit:tlg1799.tlg001,40134
urn:cts:greekLit:tlg1799.tlg007,19707
urn:cts:greekLit:tlg1799.tlg008,546
urn:cts:greekLit:tlg1799.tlg009,11137
urn:cts:greekLit:tlg1799.tlg010,10178
urn:cts:greekLit:tlg1799.tlg011,5293
urn:cts:greekLit:tlg1799.tlg012,8095
urn:cts:greekLit:tlg1799.tlg013,676
urn:cts:greekLit:tlg1799.tlg014,2405
urn:cts:greekLit:tlg1799.tlg015,2543
urn:cts:greekLit:tlg1799.tlg016,6949
urn:cts:greekLit:tlg1799.tlg017,226
urn:cts:greekLit:tlg1801.tlg001,260
urn:cts:greekLit:tlg1802.tlg001,825
urn:cts:greekLit:tlg1803.tlg001,3803
urn:cts:greekLit:tlg1805.tlg001,4394
urn:cts:greekLit:tlg1805.tlg002,753
urn:cts:greekLit:tlg1805.tlg003,571
urn:cts:greekLit:tlg1805.tlg004,182
urn:cts:greekLit:tlg1805.tlg005,398
urn:cts:greekLit:tlg1805.tlg006,561
urn:cts:greekLit:tlg1805.tlg007,132
urn:cts:greekLit:tlg1805.tlg008,282
urn:cts:greekLit:tlg1805.tlg009,97
urn:cts:greekLit:tlg1805.tlg010,1696
urn:cts:greekLit:tlg2000.tlg001,69633
urn:cts:greekLit:tlg2001.tlg038,32075
urn:cts:greekLit:tlg2001.tlg039,82636
urn:cts:greekLit:tlg2001.tlg041,15008
urn:cts:greekLit:tlg2001.tlg043,31226
urn:cts:greekLit:tlg2001.tlg044,14302
urn:cts:greekLit:tlg2016.tlg001,3991
urn:cts:greekLit:tlg2018.tlg001,20230
urn:cts:greekLit:tlg2018.tlg002,101649
urn:cts:greekLit:tlg2018.tlg003,1757
urn:cts:greekLit:tlg2018.tlg005,16818
urn:cts:greekLit:tlg2018.tlg007,9411
urn:cts:greekLit:tlg2018.tlg008,185
urn:cts:greekLit:tlg2018.tlg009,15569
urn:cts:greekLit:tlg2018.tlg010,8480
urn:cts:greekLit:tlg2018.tlg011,18058
urn:cts:greekLit:tlg2018.tlg020,10876
urn:cts:greekLit:tlg2018.tlg021,1556
urn:cts:greekLit:tlg2018.tlg022,1831
urn:cts:greekLit:tlg2018.tlg023,16198
urn:cts:greekLit:tlg2022.tlg060,144
urn:cts:greekLit:tlg2023.tlg001,2721
urn:cts:greekLit:tlg2023.tlg002,4321
urn:cts:greekLit:tlg2023.tlg003,20018
urn:cts:greekLit:tlg2023.tlg004,26603
urn:cts:greekLit:tlg2023.tlg006,11432
urn:cts:greekLit:tlg2027.tlg001,5472
urn:cts:greekLit:tlg2027.tlg002,1823
urn:cts:greekLit:tlg2029.tlg001,894
urn:cts:greekLit:tlg2032.tlg001,19916
urn:cts:greekLit:tlg2034.tlg002,6099
urn:cts:greekLit:tlg2034.tlg003,9969
urn:cts:greekLit:tlg2034.tlg005,4804
urn:cts:greekLit:tlg2034.tlg006,5767
urn:cts:greekLit:tlg2034.tlg014,8667
urn:cts:greekLit:tlg2034.tlg015,11081
urn:cts:greekLit:tlg2034.tlg027,814
urn:cts:greekLit:tlg2035.tlg002,558
urn:cts:greekLit:tlg2035.tlg003,1069
urn:cts:greekLit:tlg2035.tlg117,10954
urn:cts:greekLit:tlg2035.tlg130,23457
urn:cts:greekLit:tlg2035.tlg131,29759
urn:cts:greekLit:tlg2035.tlg132,24094
urn:cts:greekLit:tlg2036.tlg001,23614
urn:cts:greekLit:tlg2038.tlg001,28954
urn:cts:greekLit:tlg2039.tlg003,91
urn:cts:greekLit:tlg2039.tlg004,2405
urn:cts:greekLit:tlg2039.tlg005,3196
urn:cts:greekLit:tlg2041.tlg001,11329
urn:cts:greekLit:tlg2042.tlg001,26702
urn:cts:greekLit:tlg2042.tlg005,23071
urn:cts:greekLit:tlg2042.tlg006,23090
urn:cts:greekLit:tlg2042.tlg007,12332
urn:cts:greekLit:tlg2042.tlg008,3155
urn:cts:greekLit:tlg2042.tlg009,5314
urn:cts:greekLit:tlg2042.tlg010,8474
urn:cts:greekLit:tlg2042.tlg011,10650
urn:cts:greekLit:tlg2042.tlg012,171
urn:cts:greekLit:tlg2042.tlg013,3606
urn:cts:greekLit:tlg2042.tlg014,1989
urn:cts:greekLit:tlg2042.tlg015,90
urn:cts:greekLit:tlg2042.tlg016,51831
urn:cts:greekLit:tlg2042.tlg017,14915
urn:cts:greekLit:tlg2042.tlg019,62681
urn:cts:greekLit:tlg2042.tlg021,5679
urn:cts:greekLit:tlg2042.tlg028,85625
urn:cts:greekLit:tlg2042.tlg029,11431
urn:cts:greekLit:tlg2042.tlg030,18523
urn:cts:greekLit:tlg2042.tlg045,4774
urn:cts:greekLit:tlg2042.tlg048,9738
urn:cts:greekLit:tlg2042.tlg050,3251
urn:cts:greekLit:tlg2042.tlg051,1500
urn:cts:greekLit:tlg2042.tlg052,1718
urn:cts:greekLit:tlg2042.tlg053,2445
urn:cts:greekLit:tlg2042.tlg054,943
urn:cts:greekLit:tlg2042.tlg055,267
urn:cts:greekLit:tlg2042.tlg057,3097
urn:cts:greekLit:tlg2042.tlg058,8295
urn:cts:greekLit:tlg2042.tlg061,216
urn:cts:greekLit:tlg2042.tlg066,381
urn:cts:greekLit:tlg2042.tlg067,118
urn:cts:greekLit:tlg2042.tlg068,124
urn:cts:greekLit:tlg2042.tlg069,79
urn:cts:greekLit:tlg2042.tlg070,486
urn:cts:greekLit:tlg2042.tlg071,94
urn:cts:greekLit:tlg2042.tlg072,112
urn:cts:greekLit:tlg2042.tlg073,1407
urn:cts:greekLit:tlg2042.tlg074,3501
urn:cts:greekLit:tlg2042.tlg075,1359
urn:cts:greekLit:tlg2042.tlg076,1687
urn:cts:greekLit:tlg2042.tlg077,916
urn:cts:greekLit:tlg2042.tlg078,8120
urn:cts:greekLit:tlg2042.tlg079,20834
urn:cts:greekLit:tlg2042.tlg084,402
urn:cts:greekLit:tlg2045.tlg001,5861
urn:cts:greekLit:tlg2046.tlg001,5595
urn:cts:greekLit:tlg2048.tlg001,18248
urn:cts:greekLit:tlg2049.tlg001,5228
urn:cts:greekLit:tlg2050.tlg001,865
urn:cts:greekLit:tlg2057.tlg002,23702
urn:cts:greekLit:tlg2058.tlg001,6852
urn:cts:greekLit:tlg2115.tlg060,14380
urn:cts:greekLit:tlg2135.tlg001,2064
urn:cts:greekLit:tlg2136.tlg001,3458
urn:cts:greekLit:tlg2137.tlg001,4941
urn:cts:greekLit:tlg2138.tlg001,105
urn:cts:greekLit:tlg2139.tlg001,69
urn:cts:greekLit:tlg2140.tlg001,1073
urn:cts:greekLit:tlg2178.tlg001,1717
urn:cts:greekLit:tlg2178.tlg002,672
urn:cts:greekLit:tlg2178.tlg004,1476
urn:cts:greekLit:tlg2189.tlg003,171
urn:cts:greekLit:tlg2200.tlg001,878
urn:cts:greekLit:tlg2200.tlg00401,22447
urn:cts:greekLit:tlg2200.tlg00402,3973
urn:cts:greekLit:tlg2200.tlg00403,1969
urn:cts:greekLit:tlg2200.tlg00404,2367
urn:cts:greekLit:tlg2200.tlg00405,2815
urn:cts:greekLit:tlg2200.tlg00406,999
urn:cts:greekLit:tlg2200.tlg00407,539
urn:cts:greekLit:tlg2200.tlg00408,746
urn:cts:greekLit:tlg2200.tlg00409,932
urn:cts:greekLit:tlg2200.tlg00410,2192
urn:cts:greekLit:tlg2200.tlg00411,15386
urn:cts:greekLit:tlg2200.tlg00426,2775
urn:cts:greekLit:tlg2200.tlg00427,3613
urn:cts:greekLit:tlg2200.tlg00428,2187
urn:cts:greekLit:tlg2200.tlg00429,3017
urn:cts:greekLit:tlg2200.tlg00430,5079
urn:cts:greekLit:tlg2200.tlg00431,3777
urn:cts:greekLit:tlg2200.tlg00432,2466
urn:cts:greekLit:tlg2200.tlg00433,3880
urn:cts:greekLit:tlg2200.tlg00434,2521
urn:cts:greekLit:tlg2200.tlg00435,2595
urn:cts:greekLit:tlg2200.tlg00436,1421
urn:cts:greekLit:tlg2200.tlg00437,1805
urn:cts:greekLit:tlg2200.tlg00438,2023
urn:cts:greekLit:tlg2200.tlg00439,2023
urn:cts:greekLit:tlg2200.tlg00440,2457
urn:cts:greekLit:tlg2200.tlg00441,1745
urn:cts:greekLit:tlg2200.tlg00442,4713
urn:cts:greekLit:tlg2200.tlg00443,2094
urn:cts:greekLit:tlg2200.tlg00444,393
urn:cts:greekLit:tlg2200.tlg00445,3151
urn:cts:greekLit:tlg2200.tlg00446,3878
urn:cts:greekLit:tlg2200.tlg00447,3399
urn:cts:greekLit:tlg2200.tlg00448,3603
urn:cts:greekLit:tlg2200.tlg00449,3007
urn:cts:greekLit:tlg2200.tlg00450,2855
urn:cts:greekLit:tlg2200.tlg00451,2836
urn:cts:greekLit:tlg2200.tlg00452,4557
urn:cts:greekLit:tlg2200.tlg00453,2658
urn:cts:greekLit:tlg2200.tlg00454,5963
urn:cts:greekLit:tlg2200.tlg00455,2943
urn:cts:greekLit:tlg2200.tlg00456,2269
urn:cts:greekLit:tlg2200.tlg00457,4265
urn:cts:greekLit:tlg2200.tlg00458,3152
urn:cts:greekLit:tlg2200.tlg00459,13480
urn:cts:greekLit:tlg2200.tlg00460,930
urn:cts:greekLit:tlg2200.tlg00461,1627
urn:cts:greekLit:tlg2200.tlg00462,5364
urn:cts:greekLit:tlg2200.tlg00463,3369
urn:cts:greekLit:tlg2200.tlg00464,10547
urn:cts:greekLit:tlg2200.tlg00501,15001
urn:cts:greekLit:tlg2200.tlg00502,3070
urn:cts:greekLit:tlg2200.tlg00503,2334
urn:cts:greekLit:tlg2200.tlg00504,7169
urn:cts:greekLit:tlg2200.tlg00505,7926
urn:cts:greekLit:tlg2200.tlg00506,5140
urn:cts:greekLit:tlg2200.tlg00507,1911
urn:cts:greekLit:tlg2200.tlg00508,2523
urn:cts:greekLit:tlg2200.tlg00509,3974
urn:cts:greekLit:tlg2200.tlg00510,3756
urn:cts:greekLit:tlg2200.tlg00511,2793
urn:cts:greekLit:tlg2200.tlg00512,4203
urn:cts:greekLit:tlg2200.tlg00513,5725
urn:cts:greekLit:tlg2200.tlg00514,3067
urn:cts:greekLit:tlg2200.tlg00515,5379
urn:cts:greekLit:tlg2200.tlg00516,6681
urn:cts:greekLit:tlg2200.tlg00517,6577
urn:cts:greekLit:tlg2200.tlg00518,2631
urn:cts:greekLit:tlg2200.tlg00519,3520
urn:cts:greekLit:tlg2200.tlg00520,2701
urn:cts:greekLit:tlg2200.tlg00521,3034
urn:cts:greekLit:tlg2200.tlg00522,3258
urn:cts:greekLit:tlg2200.tlg00523,8123
urn:cts:greekLit:tlg2200.tlg00524,2186
urn:cts:greekLit:tlg2200.tlg00525,3527
urn:cts:greekLit:tlg2200.tlg00526,3838
urn:cts:greekLit:tlg2200.tlg00527,2070
urn:cts:greekLit:tlg2200.tlg00528,1775
urn:cts:greekLit:tlg2200.tlg00529,2351
urn:cts:greekLit:tlg2200.tlg00530,5226
urn:cts:greekLit:tlg2200.tlg00531,4178
urn:cts:greekLit:tlg2200.tlg00532,4333
urn:cts:greekLit:tlg2200.tlg00533,3970
urn:cts:greekLit:tlg2200.tlg00534,8388
urn:cts:greekLit:tlg2200.tlg00535,2844
urn:cts:greekLit:tlg2200.tlg00536,3814
urn:cts:greekLit:tlg2200.tlg00537,2995
urn:cts:greekLit:tlg2200.tlg00538,3727
urn:cts:greekLit:tlg2200.tlg00539,3288
urn:cts:greekLit:tlg2200.tlg00540,6918
urn:cts:greekLit:tlg2200.tlg00541,3913
urn:cts:greekLit:tlg2200.tlg00542,4509
urn:cts:greekLit:tlg2200.tlg00543,5710
urn:cts:greekLit:tlg2200.tlg00544,5655
urn:cts:greekLit:tlg2200.tlg00545,2013
urn:cts:greekLit:tlg2200.tlg00546,3227
urn:cts:greekLit:tlg2200.tlg00547,4338
urn:cts:greekLit:tlg2200.tlg00548,5229
urn:cts:greekLit:tlg2200.tlg00549,6234
urn:cts:greekLit:tlg2200.tlg00550,3667
urn:cts:greekLit:tlg2200.tlg00551,1110
urn:cts:greekLit:tlg2200.tlg008,2452
urn:cts:greekLit:tlg2233.tlg001,4455
urn:cts:greekLit:tlg2233.tlg002,581
urn:cts:greekLit:tlg2583.tlg001,5066
urn:cts:greekLit:tlg2586.tlg001,3830
urn:cts:greekLit:tlg2586.tlg002,2697
urn:cts:greekLit:tlg2601.tlg001,4772
urn:cts:greekLit:tlg2632.tlg001,2343
urn:cts:greekLit:tlg2640.tlg001,3142
urn:cts:greekLit:tlg2655.tlg002,1774
urn:cts:greekLit:tlg2691.tlg002,1236
urn:cts:greekLit:tlg2703.tlg001,14086
urn:cts:greekLit:tlg2733.tlg001,13109
urn:cts:greekLit:tlg2768.tlg001,27768
urn:cts:greekLit:tlg2806.tlg001,16206
urn:cts:greekLit:tlg2948.tlg001,16309
urn:cts:greekLit:tlg2949.tlg001,2152
urn:cts:greekLit:tlg2959.tlg001,6147
urn:cts:greekLit:tlg2959.tlg002,996
urn:cts:greekLit:tlg2959.tlg005,318
urn:cts:greekLit:tlg2959.tlg006,551
urn:cts:greekLit:tlg2959.tlg007,1592
urn:cts:greekLit:tlg2959.tlg008,57
urn:cts:greekLit:tlg2959.tlg010,145
urn:cts:greekLit:tlg2970.tlg001,391
urn:cts:greekLit:tlg2972.tlg001,611
urn:cts:greekLit:tlg3118.tlg001,23901
urn:cts:greekLit:tlg3118.tlg002,11803
urn:cts:greekLit:tlg3129.ogl001,1226
urn:cts:greekLit:tlg3135.tlg001,26578
urn:cts:greekLit:tlg3135.tlg011,2698
urn:cts:greekLit:tlg3135.tlg012,990
urn:cts:greekLit:tlg3156.tlg001,11274
urn:cts:greekLit:tlg4003.tlg001,5981
urn:cts:greekLit:tlg4003.tlg002,2320
urn:cts:greekLit:tlg4003.tlg003,331
urn:cts:greekLit:tlg4013.tlg003,168396
urn:cts:greekLit:tlg4015.tlg005,52928
urn:cts:greekLit:tlg4016.tlg001,33681
urn:cts:greekLit:tlg4016.tlg002,28141
urn:cts:greekLit:tlg4016.tlg004,33872
urn:cts:greekLit:tlg4016.tlg005,19714
urn:cts:greekLit:tlg4019.tlg001,9875
urn:cts:greekLit:tlg4020.tlg001,34414
urn:cts:greekLit:tlg4024.tlg001,13440
urn:cts:greekLit:tlg4024.tlg002,6852
urn:cts:greekLit:tlg4026.tlg001,39440
urn:cts:greekLit:tlg4026.tlg002,2112
urn:cts:greekLit:tlg4026.tlg003,981
urn:cts:greekLit:tlg4027.tlg001,31836
urn:cts:greekLit:tlg4030.tlg001,30185
urn:cts:greekLit:tlg4033.tlg003,97977
urn:cts:greekLit:tlg4034.tlg002,50826
urn:cts:greekLit:tlg4034.tlg003,40516
urn:cts:greekLit:tlg4034.tlg004,9849
urn:cts:greekLit:tlg4034.tlg005,13707
urn:cts:greekLit:tlg4036.tlg001,176004
urn:cts:greekLit:tlg4036.tlg023,592
urn:cts:greekLit:tlg4037.tlg001,1439
urn:cts:greekLit:tlg4072.tlg001,29937
urn:cts:greekLit:tlg4072.tlg002,3475
urn:cts:greekLit:tlg4072.tlg003,5677
urn:cts:greekLit:tlg4075.tlg002,2629
urn:cts:greekLit:tlg4081.tlg001,2329
urn:cts:greekLit:tlg4084.tlg001,14068
urn:cts:greekLit:tlg4086.tlg001,15
urn:cts:greekLit:tlg4086.tlg002,871
urn:cts:greekLit:tlg4089.tlg003,18136
urn:cts:greekLit:tlg4089.tlg004,44542
urn:cts:greekLit:tlg4090.tlg001,68685
urn:cts:greekLit:tlg4102.tlg001,78022
urn:cts:greekLit:tlg4102.tlg002,53277
urn:cts:greekLit:tlg4102.tlg003,13135
urn:cts:greekLit:tlg4102.tlg004,50461
urn:cts:greekLit:tlg4102.tlg005,74738
urn:cts:greekLit:tlg4102.tlg006,3771
urn:cts:greekLit:tlg4102.tlg007,4858
urn:cts:greekLit:tlg4102.tlg008,119081
urn:cts:greekLit:tlg4102.tlg010,49545
urn:cts:greekLit:tlg4102.tlg011,29874
urn:cts:greekLit:tlg4102.tlg012,106515
urn:cts:greekLit:tlg4102.tlg013,34361
urn:cts:greekLit:tlg4102.tlg019,27954
urn:cts:greekLit:tlg4102.tlg020,39735
urn:cts:greekLit:tlg4102.tlg021,19083
urn:cts:greekLit:tlg4102.tlg022,14126
urn:cts:greekLit:tlg4102.tlg023,9927
urn:cts:greekLit:tlg4102.tlg024,9656
urn:cts:greekLit:tlg4102.tlg034,14161
urn:cts:greekLit:tlg4102.tlg035,7930
urn:cts:greekLit:tlg4102.tlg036,4618
urn:cts:greekLit:tlg4102.tlg037,2208
urn:cts:greekLit:tlg4102.tlg038,155207
urn:cts:greekLit:tlg4102.tlg040,10972
urn:cts:greekLit:tlg4102.tlg041,11664
urn:cts:greekLit:tlg4102.tlg042,5328
urn:cts:greekLit:tlg4102.tlg043,11857
urn:cts:greekLit:tlg4102.tlg044,659
urn:cts:greekLit:tlg4102.tlg045,920
urn:cts:greekLit:tlg4102.tlg046,2738
urn:cts:greekLit:tlg4102.tlgX01,769
urn:cts:greekLit:tlg4102.tlgX02,89419
urn:cts:greekLit:tlg4102.tlgX03,1791
urn:cts:greekLit:tlg4170.tlg001a,543
urn:cts:greekLit:tlg4170.tlg001b,540
urn:cts:greekLit:tlg4170.tlg001c,205
urn:cts:greekLit:tlg4170.tlg001d,188
urn:cts:greekLit:tlg4174.tlg001,13254
urn:cts:greekLit:tlg4193.tlg012,29407
urn:cts:greekLit:tlg5019.tlg001,16802
urn:cts:greekLit:tlg5019.tlg002,2354
urn:cts:greekLit:tlg5022.tlg002,10357
urn:cts:greekLit:tlg5022.tlg003,3816
urn:cts:greekLit:tlg5022.tlg004,6416
urn:cts:greekLit:tlg5022.tlg005,3126
urn:cts:greekLit:tlg5022.tlg006,1107
urn:cts:greekLit:tlg5022.tlg007,566
urn:cts:greekLit:tlg5023.tlg001,35662
urn:cts:greekLit:tlg5023.tlg010,1548
urn:cts:greekLit:tlg5023.tlg011,3490
urn:cts:greekLit:tlg5023.tlg012,6180
urn:cts:greekLit:tlg5023.tlg013,26805
urn:cts:greekLit:tlg5023.tlg014,85375
urn:cts:greekLit:tlg5023.tlg015,76517
urn:cts:greekLit:tlg5023.tlg016,77173
urn:cts:greekLit:tlg5026.tlg001,154774
urn:cts:greekLit:tlg5026.tlg007,99056
urn:cts:greekLit:tlg5029.tlg001,5869
urn:cts:greekLit:tlg5031.tlg001,21021
urn:cts:greekLit:tlg5031.tlg002,13118
urn:cts:greekLit:tlg5034.tlg001a,9275
urn:cts:greekLit:tlg5034.tlg001b,13696
urn:cts:greekLit:tlg5034.tlg001c,5021
urn:cts:greekLit:tlg5034.tlg001d,3231
urn:cts:greekLit:tlg5037.tlg004,16168
urn:cts:greekLit:tlg9004.tlg001,18275
urn:cts:greekLit:tlg9006.tlg001,934
urn:cts:greekLit:tlg9006.tlg011,6212
urn:cts:greekLit:tlg9007.tlg001,2115
urn:cts:greekLit:tlg9010.tlg001,148417
urn:cts:latinLit:phi0119.phi001,9198
urn:cts:latinLit:phi0119.phi002,7630
urn:cts:latinLit:phi0119.phi003,6545
urn:cts:latinLit:phi0119.phi004,9398
urn:cts:latinLit:phi0119.phi005,8310
urn:cts:latinLit:phi0119.phi006,7171
urn:cts:latinLit:phi0119.phi007,4821
urn:cts:latinLit:phi0119.phi008,5730
urn:cts:latinLit:phi0119.phi009,5979
urn:cts:latinLit:phi0119.phi010,8943
urn:cts:latinLit:phi0119.phi011,8000
urn:cts:latinLit:phi0119.phi012,11873
urn:cts:latinLit:phi0119.phi013,8902
urn:cts:latinLit:phi0119.phi014,7192
urn:cts:latinLit:phi0119.phi015,10721
urn:cts:latinLit:phi0119.phi016,10105
urn:cts:latinLit:phi0119.phi017,11046
urn:cts:latinLit:phi0119.phi018,5940
urn:cts:latinLit:phi0119.phi019,9358
urn:cts:latinLit:phi0119.phi020,7854
urn:cts:latinLit:phi0134.phi001,6651
urn:cts:latinLit:phi0134.phi002,7221
urn:cts:latinLit:phi0134.phi003,7419
urn:cts:latinLit:phi0134.phi004,6940
urn:cts:latinLit:phi0134.phi005,6779
urn:cts:latinLit:phi0134.phi006,6880
urn:cts:latinLit:phi0448.phi001,11476
urn:cts:latinLit:phi0448.phi002,15060
urn:cts:latinLit:phi0472.phi001,2440
urn:cts:latinLit:phi0474.phi001,8630
urn:cts:latinLit:phi0474.phi002,13280
urn:cts:latinLit:phi0474.phi003,4762
urn:cts:latinLit:phi0474.phi004,5813
urn:cts:latinLit:phi0474.phi005,95651
urn:cts:latinLit:phi0474.phi006,3444
urn:cts:latinLit:phi0474.phi007,4537
urn:cts:latinLit:phi0474.phi008,10365
urn:cts:latinLit:phi0474.phi009,6668
urn:cts:latinLit:phi0474.phi010,20821
urn:cts:latinLit:phi0474.phi011,10210
urn:cts:latinLit:phi0474.phi012,3555
urn:cts:latinLit:phi0474.phi013,3355
urn:cts:latinLit:phi0474.phi014,10576
urn:cts:latinLit:phi0474.phi015,9289
urn:cts:latinLit:phi0474.phi016,3115
urn:cts:latinLit:phi0474.phi017,10908
